flight_id,airline,source,destination,departure_time,arrival_time,duration
AI195,Air India,CCU,MAA,2026-04-18 02:58:41,2026-04-18 04:57:41,01:59:00
UK072,Vistara,BOM,BLR,2026-04-18 02:55:41,2026-04-18 05:55:42,03:00:00.298000
AI244,Air India,BLR,BOM,2026-04-18 02:50:41,2026-04-18 03:25:41,00:35:00
SJ059,SpiceJet,CCU,DEL,2026-04-18 02:50:41,2026-04-18 04:06:41,01:16:00
SJ009,SpiceJet,CCU,BLR,2026-04-18 02:48:41,2026-04-18 04:23:41,01:35:00
AI121,Air India,HYD,MAA,2026-04-18 02:42:41,2026-04-18 06:11:41,03:29:00
6F265,IndiGo,DEL,HYD,2026-04-18 02:27:41,2026-04-18 03:24:41,00:57:00
6F110,IndiGo,HYD,DEL,2026-04-18 02:27:41,2026-04-18 05:48:41,03:21:00
UK018,Vistara,BOM,CCU,2026-04-18 02:15:41,2026-04-18 04:08:41,01:53:00
6F072,IndiGo,BLR,CCU,2026-04-18 02:14:41,2026-04-18 03:11:41,00:57:00
6F159,IndiGo,CCU,BOM,2026-04-18 02:08:41,2026-04-18 02:43:41,00:35:00
6F095,IndiGo,BLR,MAA,2026-04-18 01:53:41,2026-04-18 05:34:41,03:41:00
SJ129,SpiceJet,CCU,BOM,2026-04-18 01:48:41,2026-04-18 05:48:41,04:00:00
UK039,Vistara,HYD,BOM,2026-04-18 01:40:41,2026-04-18 02:53:41,01:13:00
6F130,IndiGo,DEL,HYD,2026-04-18 01:27:41,2026-04-18 02:45:41,01:18:00
6F247,IndiGo,DEL,HYD,2026-04-18 01:27:41,2026-04-18 02:45:41,01:18:00
SJ233,SpiceJet,DEL,HYD,2026-04-18 01:18:41,2026-04-18 02:56:41,01:38:00
6F231,IndiGo,HYD,MAA,2026-04-18 01:16:41,2026-04-18 05:43:41,04:27:00
AI125,Air India,CCU,DEL,2026-04-18 01:12:41,2026-04-18 04:51:41,03:39:00
6F102,IndiGo,HYD,MAA,2026-04-18 01:10:41,2026-04-18 02:24:41,01:14:00
UK078,Vistara,BOM,HYD,2026-04-18 01:03:41,2026-04-18 04:32:41,03:29:00
UK043,Vistara,DEL,HYD,2026-04-18 00:48:41,2026-04-18 04:52:41,04:04:00
AI144,Air India,MAA,BOM,2026-04-18 00:43:41,2026-04-18 03:36:41,02:53:00
UK054,Vistara,BLR,BOM,2026-04-18 00:37:41,2026-04-18 05:30:41,04:53:00
UK108,Vistara,DEL,BLR,2026-04-18 00:28:41,2026-04-18 03:46:41,03:18:00
6F008,IndiGo,DEL,BOM,2026-04-18 00:14:41,2026-04-18 04:59:41,04:45:00
6F106,IndiGo,BOM,CCU,2026-04-18 00:10:41,2026-04-18 01:52:41,01:42:00
AI203,Air India,BOM,CCU,2026-04-18 00:09:41,2026-04-18 02:56:41,02:47:00
AI065,Air India,MAA,BLR,2026-04-18 00:09:41,2026-04-18 05:00:41,04:51:00
UK053,Vistara,BLR,BOM,2026-04-17 23:56:41,2026-04-18 02:46:41,02:50:00
UK086,Vistara,CCU,BLR,2026-04-17 23:55:41,2026-04-18 02:27:41,02:32:00
SJ223,SpiceJet,HYD,MAA,2026-04-17 23:54:41,2026-04-18 01:08:41,01:14:00
6F069,IndiGo,MAA,BLR,2026-04-17 23:44:41,2026-04-18 03:17:41,03:33:00
6F032,IndiGo,DEL,BOM,2026-04-17 23:43:41,2026-04-18 02:22:41,02:39:00
UK178,Vistara,DEL,BLR,2026-04-17 23:41:41,2026-04-18 04:09:41,04:28:00
6F108,IndiGo,DEL,HYD,2026-04-17 23:41:41,2026-04-18 03:23:41,03:42:00
UK147,Vistara,CCU,DEL,2026-04-17 23:35:41,2026-04-18 02:55:41,03:20:00
AI187,Air India,BLR,HYD,2026-04-17 23:32:41,2026-04-18 01:16:41,01:44:00
UK213,Vistara,BOM,CCU,2026-04-17 23:21:41,2026-04-18 01:01:41,01:40:00
AI035,Air India,DEL,MAA,2026-04-17 23:17:41,2026-04-18 00:48:41,01:31:00
UK186,Vistara,BOM,BLR,2026-04-17 23:05:41,2026-04-18 02:22:41,03:17:00
6F045,IndiGo,BOM,HYD,2026-04-17 23:04:41,2026-04-18 03:38:41,04:34:00
UK025,Vistara,DEL,BOM,2026-04-17 22:55:41,2026-04-18 02:47:41,03:52:00
UK162,Vistara,BOM,CCU,2026-04-17 22:47:41,2026-04-18 00:21:41,01:34:00
AI157,Air India,BLR,CCU,2026-04-17 22:45:41,2026-04-18 01:33:41,02:48:00
6F096,IndiGo,MAA,BLR,2026-04-17 22:45:41,2026-04-18 02:58:41,04:13:00
SJ229,SpiceJet,CCU,DEL,2026-04-17 22:25:41,2026-04-18 00:27:41,02:02:00
AI214,Air India,CCU,DEL,2026-04-17 22:23:41,2026-04-18 02:49:41,04:26:00
6F205,IndiGo,HYD,BOM,2026-04-17 22:16:41,2026-04-18 00:02:41,01:46:00
SJ157,SpiceJet,DEL,HYD,2026-04-17 22:11:41,2026-04-18 01:05:41,02:54:00
UK114,Vistara,HYD,CCU,2026-04-17 22:10:41,2026-04-17 23:58:41,01:48:00
6F054,IndiGo,HYD,BLR,2026-04-17 22:00:41,2026-04-18 01:25:41,03:25:00
6F216,IndiGo,BLR,DEL,2026-04-17 21:58:41,2026-04-18 02:51:41,04:53:00
AI231,Air India,DEL,HYD,2026-04-17 21:52:41,2026-04-17 23:51:41,01:59:00
UK103,Vistara,MAA,DEL,2026-04-17 21:52:41,2026-04-18 01:06:41,03:14:00
AI066,Air India,HYD,MAA,2026-04-17 21:51:41,2026-04-18 00:11:41,02:20:00
6F186,IndiGo,HYD,BOM,2026-04-17 21:48:41,2026-04-18 02:02:41,04:14:00
AI021,Air India,DEL,HYD,2026-04-17 21:39:41,2026-04-18 01:38:41,03:59:00
AI113,Air India,CCU,HYD,2026-04-17 21:21:41,2026-04-17 23:51:41,02:30:00
SJ031,SpiceJet,DEL,BOM,2026-04-17 21:20:41,2026-04-17 22:29:41,01:09:00
UK217,Vistara,MAA,CCU,2026-04-17 21:19:41,2026-04-17 22:14:41,00:55:00
SJ120,SpiceJet,MAA,BLR,2026-04-17 21:19:41,2026-04-18 00:56:41,03:37:00
UK180,Vistara,CCU,MAA,2026-04-17 21:18:41,2026-04-17 23:29:41,02:11:00
6F242,IndiGo,BLR,MAA,2026-04-17 21:10:41,2026-04-18 01:04:41,03:54:00
UK080,Vistara,BLR,MAA,2026-04-17 21:09:41,2026-04-17 22:29:41,01:20:00
SJ124,SpiceJet,HYD,DEL,2026-04-17 21:05:41,2026-04-18 01:12:41,04:07:00
SJ115,SpiceJet,BOM,HYD,2026-04-17 21:05:41,2026-04-17 23:10:41,02:05:00
AI081,Air India,CCU,BOM,2026-04-17 21:03:41,2026-04-17 22:51:41,01:48:00
AI142,Air India,BOM,DEL,2026-04-17 20:49:41,2026-04-17 23:03:41,02:14:00
UK052,Vistara,BLR,CCU,2026-04-17 20:48:41,2026-04-17 21:40:41,00:52:00
UK014,Vistara,HYD,MAA,2026-04-17 20:41:41,2026-04-17 22:06:41,01:25:00
AI230,Air India,CCU,BLR,2026-04-17 20:37:41,2026-04-18 00:22:41,03:45:00
6F268,IndiGo,DEL,MAA,2026-04-17 20:29:41,2026-04-17 21:58:41,01:29:00
AI124,Air India,CCU,HYD,2026-04-17 20:28:41,2026-04-18 00:00:41,03:32:00
6F082,IndiGo,BOM,BLR,2026-04-17 20:26:41,2026-04-17 22:26:41,02:00:00
SJ035,SpiceJet,CCU,DEL,2026-04-17 20:15:41,2026-04-17 21:15:42,01:00:00.299000
SJ095,SpiceJet,DEL,MAA,2026-04-17 20:09:41,2026-04-17 23:13:41,03:04:00
UK230,Vistara,BLR,BOM,2026-04-17 20:02:41,2026-04-17 21:35:41,01:33:00
UK171,Vistara,HYD,CCU,2026-04-17 19:59:41,2026-04-17 22:53:41,02:54:00
6F147,IndiGo,HYD,MAA,2026-04-17 19:57:41,2026-04-18 00:31:41,04:34:00
SJ212,SpiceJet,MAA,BLR,2026-04-17 19:49:41,2026-04-17 21:44:41,01:55:00
6F080,IndiGo,HYD,MAA,2026-04-17 19:47:41,2026-04-17 23:13:41,03:26:00
UK049,Vistara,HYD,BOM,2026-04-17 19:47:41,2026-04-17 20:32:41,00:45:00
AI152,Air India,BLR,CCU,2026-04-17 19:21:41,2026-04-17 20:26:41,01:05:00
AI162,Air India,MAA,DEL,2026-04-17 19:20:41,2026-04-17 22:40:41,03:20:00
SJ037,SpiceJet,BLR,BOM,2026-04-17 19:14:41,2026-04-17 22:31:41,03:17:00
AI172,Air India,BOM,CCU,2026-04-17 19:08:41,2026-04-17 19:53:41,00:45:00
UK205,Vistara,HYD,MAA,2026-04-17 18:57:41,2026-04-17 21:46:41,02:49:00
AI199,Air India,HYD,DEL,2026-04-17 18:47:41,2026-04-17 22:26:41,03:39:00
6F241,IndiGo,DEL,HYD,2026-04-17 18:27:41,2026-04-17 19:02:41,00:35:00
SJ041,SpiceJet,CCU,HYD,2026-04-17 18:24:41,2026-04-17 22:59:41,04:35:00
AI064,Air India,BLR,MAA,2026-04-17 18:24:41,2026-04-17 20:07:41,01:43:00
UK169,Vistara,HYD,DEL,2026-04-17 18:12:41,2026-04-17 23:01:41,04:49:00
UK144,Vistara,BOM,CCU,2026-04-17 18:07:41,2026-04-17 20:59:41,02:52:00
AI118,Air India,HYD,MAA,2026-04-17 17:50:41,2026-04-17 19:59:41,02:09:00
SJ145,SpiceJet,BLR,HYD,2026-04-17 17:41:41,2026-04-17 20:38:41,02:57:00
SJ077,SpiceJet,BLR,MAA,2026-04-17 17:32:41,2026-04-17 19:40:41,02:08:00
AI126,Air India,MAA,HYD,2026-04-17 17:26:41,2026-04-17 20:48:41,03:22:00
SJ033,SpiceJet,HYD,DEL,2026-04-17 17:26:41,2026-04-17 18:51:41,01:25:00
SJ180,SpiceJet,HYD,CCU,2026-04-17 17:12:41,2026-04-17 22:00:41,04:48:00
6F183,IndiGo,MAA,HYD,2026-04-17 17:08:41,2026-04-17 19:52:41,02:44:00
AI145,Air India,DEL,BOM,2026-04-17 17:06:41,2026-04-17 21:31:41,04:25:00
6F089,IndiGo,DEL,HYD,2026-04-17 17:06:41,2026-04-17 19:10:41,02:04:00
6F207,IndiGo,BOM,HYD,2026-04-17 16:59:41,2026-04-17 21:00:41,04:01:00
AI229,Air India,HYD,MAA,2026-04-17 16:48:41,2026-04-17 18:40:41,01:52:00
6F223,IndiGo,MAA,BLR,2026-04-17 16:47:41,2026-04-17 17:21:41,00:34:00
6F116,IndiGo,MAA,CCU,2026-04-17 16:43:41,2026-04-17 19:02:41,02:19:00
SJ240,SpiceJet,BOM,HYD,2026-04-17 16:42:41,2026-04-17 20:21:41,03:39:00
SJ184,SpiceJet,CCU,DEL,2026-04-17 16:32:41,2026-04-17 21:00:41,04:28:00
AI087,Air India,MAA,DEL,2026-04-17 16:32:41,2026-04-17 20:30:41,03:58:00
UK148,Vistara,HYD,BOM,2026-04-17 16:31:41,2026-04-17 18:43:41,02:12:00
AI210,Air India,BLR,BOM,2026-04-17 16:13:41,2026-04-17 18:50:41,02:37:00
6F093,IndiGo,CCU,DEL,2026-04-17 16:09:41,2026-04-17 20:00:41,03:51:00
SJ080,SpiceJet,CCU,MAA,2026-04-17 16:04:41,2026-04-17 17:59:41,01:55:00
SJ005,SpiceJet,DEL,MAA,2026-04-17 16:03:41,2026-04-17 17:24:41,01:21:00
6F040,IndiGo,HYD,CCU,2026-04-17 15:52:41,2026-04-17 20:33:41,04:41:00
AI212,Air India,DEL,CCU,2026-04-17 15:31:41,2026-04-17 20:13:41,04:42:00
AI154,Air India,HYD,MAA,2026-04-17 15:25:41,2026-04-17 19:16:41,03:51:00
6F239,IndiGo,CCU,BOM,2026-04-17 15:24:41,2026-04-17 17:37:41,02:13:00
UK199,Vistara,BOM,CCU,2026-04-17 15:24:41,2026-04-17 18:55:41,03:31:00
6F218,IndiGo,BLR,BOM,2026-04-17 15:16:41,2026-04-17 19:03:41,03:47:00
6F011,IndiGo,MAA,BLR,2026-04-17 15:16:41,2026-04-17 17:16:42,02:00:00.299000
UK106,Vistara,BOM,CCU,2026-04-17 15:12:41,2026-04-17 17:23:41,02:11:00
UK030,Vistara,CCU,DEL,2026-04-17 15:11:41,2026-04-17 19:38:41,04:27:00
6F090,IndiGo,HYD,BLR,2026-04-17 15:10:41,2026-04-17 19:22:41,04:12:00
AI184,Air India,BOM,CCU,2026-04-17 15:03:41,2026-04-17 17:03:42,02:00:00.297000
SJ232,SpiceJet,MAA,BLR,2026-04-17 15:02:41,2026-04-17 19:22:41,04:20:00
AI153,Air India,BOM,CCU,2026-04-17 15:02:41,2026-04-17 16:30:41,01:28:00
UK101,Vistara,DEL,HYD,2026-04-17 15:00:41,2026-04-17 17:43:41,02:43:00
6F200,IndiGo,HYD,DEL,2026-04-17 14:54:41,2026-04-17 19:41:41,04:47:00
6F162,IndiGo,CCU,BOM,2026-04-17 14:50:41,2026-04-17 17:44:41,02:54:00
SJ197,SpiceJet,HYD,BLR,2026-04-17 14:49:41,2026-04-17 17:33:41,02:44:00
AI174,Air India,DEL,CCU,2026-04-17 14:45:41,2026-04-17 17:01:41,02:16:00
UK090,Vistara,HYD,MAA,2026-04-17 14:44:41,2026-04-17 17:24:41,02:40:00
UK124,Vistara,MAA,BLR,2026-04-17 14:35:41,2026-04-17 17:09:41,02:34:00
AI239,Air India,BOM,HYD,2026-04-17 14:33:41,2026-04-17 17:47:41,03:14:00
UK002,Vistara,CCU,MAA,2026-04-17 14:28:41,2026-04-17 19:20:41,04:52:00
SJ055,SpiceJet,HYD,MAA,2026-04-17 14:17:41,2026-04-17 17:56:41,03:39:00
UK132,Vistara,BOM,DEL,2026-04-17 14:12:41,2026-04-17 16:19:41,02:07:00
6F002,IndiGo,BLR,MAA,2026-04-17 14:11:41,2026-04-17 17:34:41,03:23:00
UK005,Vistara,BOM,MAA,2026-04-17 14:02:41,2026-04-17 18:14:41,04:12:00
6F258,IndiGo,BOM,DEL,2026-04-17 13:54:41,2026-04-17 16:49:41,02:55:00
SJ244,SpiceJet,BLR,DEL,2026-04-17 13:51:41,2026-04-17 15:39:41,01:48:00
AI075,Air India,CCU,DEL,2026-04-17 13:51:41,2026-04-17 16:49:41,02:58:00
AI160,Air India,MAA,DEL,2026-04-17 13:41:41,2026-04-17 17:01:41,03:20:00
UK091,Vistara,CCU,BOM,2026-04-17 13:37:41,2026-04-17 17:31:41,03:54:00
UK195,Vistara,HYD,BOM,2026-04-17 13:35:41,2026-04-17 16:35:41,03:00:00
6F044,IndiGo,DEL,HYD,2026-04-17 13:25:41,2026-04-17 17:36:41,04:11:00
6F248,IndiGo,DEL,HYD,2026-04-17 13:25:41,2026-04-17 17:36:41,04:11:00
6F204,IndiGo,DEL,CCU,2026-04-17 13:23:41,2026-04-17 16:04:41,02:41:00
SJ092,SpiceJet,BLR,MAA,2026-04-17 13:19:41,2026-04-17 17:56:41,04:37:00
AI119,Air India,MAA,BLR,2026-04-17 13:15:41,2026-04-17 15:57:41,02:42:00
AI151,Air India,MAA,HYD,2026-04-17 13:14:41,2026-04-17 14:10:41,00:56:00
UK107,Vistara,HYD,BOM,2026-04-17 13:09:41,2026-04-17 14:25:41,01:16:00
SJ019,SpiceJet,BLR,DEL,2026-04-17 13:07:41,2026-04-17 15:56:41,02:49:00
AI052,Air India,CCU,MAA,2026-04-17 13:06:41,2026-04-17 15:42:41,02:36:00
SJ177,SpiceJet,BOM,CCU,2026-04-17 13:04:41,2026-04-17 17:37:41,04:33:00
6F215,IndiGo,DEL,BLR,2026-04-17 13:00:41,2026-04-17 17:30:41,04:30:00
AI223,Air India,BOM,CCU,2026-04-17 12:53:41,2026-04-17 14:42:41,01:49:00
SJ069,SpiceJet,HYD,BLR,2026-04-17 12:53:41,2026-04-17 14:17:41,01:24:00
6F198,IndiGo,HYD,BLR,2026-04-17 12:40:41,2026-04-17 17:39:41,04:59:00
AI093,Air India,BOM,BLR,2026-04-17 12:35:41,2026-04-17 17:28:41,04:53:00
UK062,Vistara,HYD,DEL,2026-04-17 12:33:41,2026-04-17 15:35:41,03:02:00
6F057,IndiGo,MAA,DEL,2026-04-17 12:32:41,2026-04-17 15:50:41,03:18:00
UK064,Vistara,BOM,DEL,2026-04-17 12:25:41,2026-04-17 14:55:41,02:30:00
